title_full,title,title_slug,url,category
Agenzia Nazionale Stampa Associata (ANSA) (http://www.ansa.it),Agenzia Nazionale Stampa Associata,agenzia-nazionale-stampa-associata-ansa,https://mediabiasfactcheck.com/agenzia-nazionale-stampa-associata-ansa/,center
Agerpres (www.agerpres.ro),Agerpres,agerpres,https://mediabiasfactcheck.com/agerpres/,center
AgWeb (agweb.com),AgWeb,agweb,https://mediabiasfactcheck.com/agweb/,center
Ahwatukee Foothills News (ahwatukee.com),Ahwatukee Foothills News,ahwatukee-foothills-news-bias,https://mediabiasfactcheck.com/ahwatukee-foothills-news-bias/,center
Air Force Times,Air Force Times,air-force-times,https://mediabiasfactcheck.com/air-force-times/,center
Airwars (airwars.org),Airwars,airwars,https://mediabiasfactcheck.com/airwars/,center
Alabama Now (alabamanow.com),Alabama Now,alabama-now-bias,https://mediabiasfactcheck.com/alabama-now-bias/,center
Alabama Political Reporter (www.alreporter.com),Alabama Political Reporter,alabama-political-reporter,https://mediabiasfactcheck.com/alabama-political-reporter/,center
Albany Democrat-Herald (democratherald.com),Albany Democrat-Herald,albany-democrat-herald,https://mediabiasfactcheck.com/albany-democrat-herald/,center
Algemeen Dagblad (ad.nl),Algemeen Dagblad,algemeen-dagblad,https://mediabiasfactcheck.com/algemeen-dagblad/,center
AllAfrica,AllAfrica,allafrica,https://mediabiasfactcheck.com/allafrica/,center
Alliance For Securing Democracy (securingdemocracy.gmfus.org),Alliance For Securing Democracy,alliance-securing-democracy,https://mediabiasfactcheck.com/alliance-securing-democracy/,center
Alloa Advertiser (alloaadvertiser.com),Alloa Advertiser,alloa-advertiser-bias,https://mediabiasfactcheck.com/alloa-advertiser-bias/,center
Alpena News (thealpenanews.com),Alpena News,alpena-news-bias,https://mediabiasfactcheck.com/alpena-news-bias/,center
Amarillo Globe-News (www.amarillo.com),Amarillo Globe-News,amarillo-globe-news,https://mediabiasfactcheck.com/amarillo-globe-news/,center
American Heritage (www.americanheritage.com),American Heritage,american-heritage,https://mediabiasfactcheck.com/american-heritage/,center
American Press Institute (API) (www.americanpressinstitute.org),American Press Institute,american-press-institute-api,https://mediabiasfactcheck.com/american-press-institute-api/,center
AmoMama (news.amomama.com),AmoMama,amomama,https://mediabiasfactcheck.com/amomama/,center
Anchorage Daily News (adn.com),Anchorage Daily News,anchorage-daily-news,https://mediabiasfactcheck.com/anchorage-daily-news/,center
Anderson Independent Mail (independentmail.com),Anderson Independent Mail,anderson-independent-mail,https://mediabiasfactcheck.com/anderson-independent-mail/,center
Andover Advertiser (andoveradvertiser.co.uk),Andover Advertiser,andover-advertiser-bias,https://mediabiasfactcheck.com/andover-advertiser-bias/,center
Ann Arbor News (mlive.com/ann-arbor/),Ann Arbor News,ann-arbor-news-mlive-com-bias,https://mediabiasfactcheck.com/ann-arbor-news-mlive-com-bias/,center
Arc Digital (arcdigital.media),Arc Digital,arc-digital,https://mediabiasfactcheck.com/arc-digital/,center
Ardrossan and Saltcoats Herald (ardrossanherald.com),Ardrossan and Saltcoats Herald,ardrossan-and-saltcoats-herald-bias,https://mediabiasfactcheck.com/ardrossan-and-saltcoats-herald-bias/,center
Arenac County Independent (arenacindendent.com),Arenac County Independent,arenac-county-independent-bias,https://mediabiasfactcheck.com/arenac-county-independent-bias/,center
Arirang (arirang.com),Arirang,arirang,https://mediabiasfactcheck.com/arirang/,center
Army Times,Army Times,army-times,https://mediabiasfactcheck.com/army-times/,center
Ars Technica (arstechnica.com),Ars Technica,ars-technica,https://mediabiasfactcheck.com/ars-technica/,center
Asheboro Courier-Tribune (courier-tribune.com),Asheboro Courier-Tribune,asheboro-courier-tribune,https://mediabiasfactcheck.com/asheboro-courier-tribune/,center
Asia Times (www.atimes.com),Asia Times,asia-times,https://mediabiasfactcheck.com/asia-times/,center
Aspen Times (aspentimes.com),Aspen Times,aspen-times-bias,https://mediabiasfactcheck.com/aspen-times-bias/,center
Athens Messenger (athensmessenger.com),Athens Messenger,athens-messenger-bias,https://mediabiasfactcheck.com/athens-messenger-bias/,center
Atlas Obscura (atlasobscura.com),Atlas Obscura,atlas-obscura,https://mediabiasfactcheck.com/atlas-obscura/,center
Auburn Citizen (auburnpub.com),Auburn Citizen,auburn-citizen-bias,https://mediabiasfactcheck.com/auburn-citizen-bias/,center
Australian Associated Press (AAP) (aap.com.au),Australian Associated Press,australian-associated-press-aap,https://mediabiasfactcheck.com/australian-associated-press-aap/,center
Avenue News (avenuenews.com),Avenue News,avenue-news-bias,https://mediabiasfactcheck.com/avenue-news-bias/,center
Ayr Advertiser (ayradvertiser.com),Ayr Advertiser,ayr-advertiser-bias,https://mediabiasfactcheck.com/ayr-advertiser-bias/,center
azfamily.com,azfamily.com,azfamily-com,https://mediabiasfactcheck.com/azfamily-com/,center
Babnet Tunisia (babnet.net),Babnet Tunisia,babnet-bias,https://mediabiasfactcheck.com/babnet-bias/,center
Ballot-Access News (ballot-access.org),Ballot-Access News,ballot-access-news,https://mediabiasfactcheck.com/ballot-access-news/,center
Ballotpedia (ballotpedia.org),Ballotpedia,ballotpedia,https://mediabiasfactcheck.com/ballotpedia/,center
Barrhead News (barrheadnews.com),Barrhead News,barrhead-news-bias,https://mediabiasfactcheck.com/barrhead-news-bias/,center
Barry and District News (barryanddistrictnews.co.uk),Barry and District News,barry-and-district-news-bias,https://mediabiasfactcheck.com/barry-and-district-news-bias/,center
Basingstoke Gazette (basingstokegazette.co.uk),Basingstoke Gazette,basingstoke-gazette-bias,https://mediabiasfactcheck.com/basingstoke-gazette-bias/,center
Bay City Times (mlive.com/saginaw-bay-city/),Bay City Times,bay-city-times-bias,https://mediabiasfactcheck.com/bay-city-times-bias/,center
Beatrice Daily Sun (beatricedailysun.com),Beatrice Daily Sun,beatrice-daily-sun-bias,https://mediabiasfactcheck.com/beatrice-daily-sun-bias/,center
Belleville News-Democrat (www.bnd.com),Belleville News-Democrat,belleville-news-democrat,https://mediabiasfactcheck.com/belleville-news-democrat/,center
Benzinga (benzinga.com),Benzinga,benzinga,https://mediabiasfactcheck.com/benzinga/,center
BestLife (bestlifeonline.com),BestLife,bestlife,https://mediabiasfactcheck.com/bestlife/,center
Better Government Association (www.bettergov.org),Better Government Association,better-government-association,https://mediabiasfactcheck.com/better-government-association/,center
Bicester Advertiser (bicesteradvertiser.net),Bicester Advertiser,bicester-advertiser-bias,https://mediabiasfactcheck.com/bicester-advertiser-bias/,center
Big Country 99.5 – Tulsa (bigcountry995.com),Big Country 99.5 – Tulsa,big-country-99-5-tulsa-bias,https://mediabiasfactcheck.com/big-country-99-5-tulsa-bias/,center
Big News Network (www.bignewsnetwork.com),Big News Network,big-news-network,https://mediabiasfactcheck.com/big-news-network/,center
Big Think (bigthink.com),Big Think,big-think,https://mediabiasfactcheck.com/big-think/,center
Biloxi Sun Herald,Biloxi Sun Herald,biloxi-sun-herald,https://mediabiasfactcheck.com/biloxi-sun-herald/,center
Binghamton Press & Sun Bulletin (pressconnects.com),Binghamton Press & Sun Bulletin,binghamton-press-sun-bulletin,https://mediabiasfactcheck.com/binghamton-press-sun-bulletin/,center
Biography (A&E) (biography.com),Biography,biography-ae-bias,https://mediabiasfactcheck.com/biography-ae-bias/,center
Bismarck Tribune (bismarcktribune.com),Bismarck Tribune,bismarck-tribune,https://mediabiasfactcheck.com/bismarck-tribune/,center
BlastingNews (us.blastingnews.com),BlastingNews,blastingnews,https://mediabiasfactcheck.com/blastingnews/,center
Bleeping Computer (https://www.bleepingcomputer.com),Bleeping Computer,bleeping-computer-bias-rating,https://mediabiasfactcheck.com/bleeping-computer-bias-rating/,center
BNO News (bnonews.com),BNO News,bno-news,https://mediabiasfactcheck.com/bno-news/,center
Bonners Ferry Herald (bonnersferryherald.com),Bonners Ferry Herald,bonners-ferry-herald-bias,https://mediabiasfactcheck.com/bonners-ferry-herald-bias/,center
Boonville Daily News (boonvilledailynews.com),Boonville Daily News,boonville-daily-news-bias,https://mediabiasfactcheck.com/boonville-daily-news-bias/,center
Border Counties Advertizer (bordercountyadvertizer.co.uk),Border Counties Advertizer,border-counties-advertiser-bias,https://mediabiasfactcheck.com/border-counties-advertiser-bias/,center
BorderReport (borderreport.com),BorderReport,borderreport-bias,https://mediabiasfactcheck.com/borderreport-bias/,center
Border Telegraph (bordertelegraph.com),Border Telegraph,border-telegraph-bias,https://mediabiasfactcheck.com/border-telegraph-bias/,center
Borehamwood Times (borehamwoodtimes.co.uk),Borehamwood Times,borehamwood-times-bias,https://mediabiasfactcheck.com/borehamwood-times-bias/,center
Bournemouth Daily Echo (bournemouthecho.co.uk),Bournemouth Daily Echo,bournemouth-daily-echo-bias,https://mediabiasfactcheck.com/bournemouth-daily-echo-bias/,center
Bozeman Daily Chronicle,Bozeman Daily Chronicle,bozeman-daily-chronicle,https://mediabiasfactcheck.com/bozeman-daily-chronicle/,center
Bracknell News (bracknellnews.co.uk),Bracknell News,bracknell-news-bias,https://mediabiasfactcheck.com/bracknell-news-bias/,center
Bradford Telegraph and Argus (thetelegraphandargus.co.uk),Bradford Telegraph and Argus,bradford-telegraph-and-argus-bias,https://mediabiasfactcheck.com/bradford-telegraph-and-argus-bias/,center
Braintree & Witham Times (braintreeandwithamtimes.co.uk),Braintree & Witham Times,braintree-witham-times-bias,https://mediabiasfactcheck.com/braintree-witham-times-bias/,center
Brentwood Live (brentwoodlive.co.uk),Brentwood Live,brentwood-live-bias,https://mediabiasfactcheck.com/brentwood-live-bias/,center
Bridge Magazine (www.bridgemi.com),Bridge Magazine,bridge-magazine,https://mediabiasfactcheck.com/bridge-magazine/,center
Bridgewater Mercury (bridgewatermercury.co.uk),Bridgewater Mercury,bridgewater-mercury-bias,https://mediabiasfactcheck.com/bridgewater-mercury-bias/,center
Bridport and Lyme Regis News (bridportnews.co.uk),Bridport and Lyme Regis News,bridport-and-lyme-regis-news-bias,https://mediabiasfactcheck.com/bridport-and-lyme-regis-news-bias/,center
Bring Me The News (bringmethenews.com),Bring Me The News,bring-me-the-news,https://mediabiasfactcheck.com/bring-me-the-news/,center
Bristol Herald Courier (heraldcourier.com),Bristol Herald Courier,bristol-herald-courier-bias,https://mediabiasfactcheck.com/bristol-herald-courier-bias/,center
Bromsgrove Advertiser (bromsgroveadvertiser.co.uk),Bromsgrove Advertiser,bromsgrove-advertiser-bias,https://mediabiasfactcheck.com/bromsgrove-advertiser-bias/,center
Bryan-College Station Eagle (theeagle.com),Bryan-College Station Eagle,bryan-college-station-eagle-bias,https://mediabiasfactcheck.com/bryan-college-station-eagle-bias/,center
Buck Free Press (bucksfreepress.co.uk),Buck Free Press,bucks-free-press-bias,https://mediabiasfactcheck.com/bucks-free-press-bias/,center
Buffalo Center Tribune (thebuffalocentertribune.com),Buffalo Center Tribune,buffalo-center-tribune-bias,https://mediabiasfactcheck.com/buffalo-center-tribune-bias/,center
Buffalo News (www.buffalonews.com),Buffalo News,buffalo-news,https://mediabiasfactcheck.com/buffalo-news/,center
Bullshido (www.bullshido.net),Bullshido,bullshido,https://mediabiasfactcheck.com/bullshido/,center
Bureau County Republican (shawlocal.com/bureau-county-republican/),Bureau County Republican,bureau-county-republican-bias,https://mediabiasfactcheck.com/bureau-county-republican-bias/,center
Burnett County Sentinel,Burnett County Sentinel,burnett-county-sentinel,https://mediabiasfactcheck.com/burnett-county-sentinel/,center
Burnham & Highbridge Weekly (burnhamandhighbridgeweeklynews.co.uk),Burnham & Highbridge Weekly,burnham-highbridge-weekly,https://mediabiasfactcheck.com/burnham-highbridge-weekly/,center
Bury Times (burytimes.co.uk),Bury Times,bury-times-bias,https://mediabiasfactcheck.com/bury-times-bias/,center
Business2Community (www.business2community.com),Business2Community,business-2-community,https://mediabiasfactcheck.com/business-2-community/,center
Butler County Times-Gazette (butlercountytimesgazette.com),Butler County Times-Gazette,butler-county-times-gazette-bias,https://mediabiasfactcheck.com/butler-county-times-gazette-bias/,center
Butler County Tribune-Journal (butlercountytribune.com),Butler County Tribune-Journal,butler-county-tribune-journal-bias,https://mediabiasfactcheck.com/butler-county-tribune-journal-bias/,center
C-Span (www.c-span.org),C-Span,c-span,https://mediabiasfactcheck.com/c-span/,center
Calmar Courier (calmarcourier.com),Calmar Courier,calmar-courier-bias,https://mediabiasfactcheck.com/calmar-courier-bias/,center
Calvert Recorder (somdnews.com/recorder),Calvert Recorder,calvert-recorder-bias,https://mediabiasfactcheck.com/calvert-recorder-bias/,center
Canadian Public Affairs Channel (CPAC) (www.cpac.ca),Canadian Public Affairs Channel,canadian-public-affairs-channel-cpac,https://mediabiasfactcheck.com/canadian-public-affairs-channel-cpac/,center
Canon City Daily Record (canoncitydailyrecord.com),Canon City Daily Record,canon-city-daily-record-bias,https://mediabiasfactcheck.com/canon-city-daily-record-bias/,center
Cape Cod Times (www.capecodtimes.com),Cape Cod Times,cape-cod-times,https://mediabiasfactcheck.com/cape-cod-times/,center
Cape Coral Breeze (capecoralbreeze.com),Cape Coral Breeze,cape-coral-breeze-bias,https://mediabiasfactcheck.com/cape-coral-breeze-bias/,center
Capitol Fax (capitolfax.com),Capitol Fax,capitol-fax,https://mediabiasfactcheck.com/capitol-fax/,center
Carroll County News (carrollconews.com),Carroll County News,carroll-county-news-bias,https://mediabiasfactcheck.com/carroll-county-news-bias/,center
Casper Star-Tribune (trib.com),Casper Star-Tribune,casper-star-tribune,https://mediabiasfactcheck.com/casper-star-tribune/,center
Castanet (www.castanet.net),Castanet,castanet,https://mediabiasfactcheck.com/castanet/,center
Catalina Foothills News (tuscsonlocalmedia/foothillsnews/),Catalina Foothills News,catalina-foothills-news-bias,https://mediabiasfactcheck.com/catalina-foothills-news-bias/,center
CBS Philly (philadelphia.cbslocal.com),CBS Philly,cbs-philly-kyw-tv,https://mediabiasfactcheck.com/cbs-philly-kyw-tv/,center
Center for Democracy and Technology (cdt.org),Center for Democracy and Technology,center-democracy-technology,https://mediabiasfactcheck.com/center-democracy-technology/,center
Center for Responsive Politics (www.opensecrets.org),Center for Responsive Politics,center-for-responsive-politics-open-secrets,https://mediabiasfactcheck.com/center-for-responsive-politics-open-secrets/,center
Center for strategic and International studies (www.csis.org),Center for strategic and International studies,center-for-strategic-and-international-studies,https://mediabiasfactcheck.com/center-for-strategic-and-international-studies/,center
Central Fife Times (centralfifetimes.com),Central Fife Times,central-fife-times-bias,https://mediabiasfactcheck.com/central-fife-times-bias/,center
Centreville Record Observer (myeasternshoremd.com/qa/record_observer/),Centreville Record Observer,centreville-record-observer,https://mediabiasfactcheck.com/centreville-record-observer/,center
Chandler Arizonan (chandlernews.com),Chandler Arizonan,chandler-arizonan-bias,https://mediabiasfactcheck.com/chandler-arizonan-bias/,center
Challis Register (postregiser.com/messenger/),Challis Register,challis-messenger-bias,https://mediabiasfactcheck.com/challis-messenger-bias/,center
Channel News Asia – CNA (channelnewsasia.com),Channel News Asia – CNA,channel-news-asia-cna,https://mediabiasfactcheck.com/channel-news-asia-cna/,center
Chard & Ilminster News (chardandilminsternews.co.uk),Chard & Ilminster News,chard-illminster-news-bias,https://mediabiasfactcheck.com/chard-illminster-news-bias/,center
Charity Navigator (charitynavigator.org),Charity Navigator,charity-navigator,https://mediabiasfactcheck.com/charity-navigator/,center
Chatham House (chathamhouse.org),Chatham House,chatham-house-bias,https://mediabiasfactcheck.com/chatham-house-bias/,center
Chattanooga Times Free Press (timesfreepress.com),Chattanooga Times Free Press,times-free-press,https://mediabiasfactcheck.com/times-free-press/,center
Chelmsford Landmark (thelandmark.com),Chelmsford Landmark,chelmsford-landmark-bias,https://mediabiasfactcheck.com/chelmsford-landmark-bias/,center
Chelmsford & Mid Essex Times (Chelmsfordweeklynews.co.uk),Chelmsford & Mid Essex Times,chelmsford-mid-essex-times-bias,https://mediabiasfactcheck.com/chelmsford-mid-essex-times-bias/,center
Chester and District Standard (chesterstandard.co.uk),Chester and District Standard,chester-and-district-standard-bias,https://mediabiasfactcheck.com/chester-and-district-standard-bias/,center
Chico Enterprise-Record (chicoer.com),Chico Enterprise-Record,chico-enterprise-record-bias,https://mediabiasfactcheck.com/chico-enterprise-record-bias/,center
Chillicothe Constitution-Tribune (chillicothenews.com),Chillicothe Constitution-Tribune,chillicothe-constitution-tribune-bias,https://mediabiasfactcheck.com/chillicothe-constitution-tribune-bias/,center
Chinook Observer (www.chinookobserver.com),Chinook Observer,chinook-observer,https://mediabiasfactcheck.com/chinook-observer/,center
Chippewa Herald (chippewa.com),Chippewa Herald,chippewa-herald-bias,https://mediabiasfactcheck.com/chippewa-herald-bias/,center
Christian Science Monitor (www.csmonitor.com),Christian Science Monitor,christian-science-monitor,https://mediabiasfactcheck.com/christian-science-monitor/,center
Cinncinati Enquirer (www.cincinnati.com),Cinncinati Enquirer,cincinnati-enquirer,https://mediabiasfactcheck.com/cincinnati-enquirer/,center
CityNews Calgary (calgary.citynews.ca),CityNews Calgary,citynews-calgary-bias,https://mediabiasfactcheck.com/citynews-calgary-bias/,center
CityNews Edmonton (edmonton.citynews.ca),CityNews Edmonton,citynews-edmonton-bias,https://mediabiasfactcheck.com/citynews-edmonton-bias/,center
CityNews Halifax (halifax.citynews.ca),CityNews Halifax,citynews-halifax-bias,https://mediabiasfactcheck.com/citynews-halifax-bias/,center
CityNews Kitchener (kitchener.citynews.ca),CityNews Kitchener,citynews-kitchener-bias,https://mediabiasfactcheck.com/citynews-kitchener-bias/,center
CityNews Montreal (montreal.citynews.ca),CityNews Montreal,citynews-montreal-bias,https://mediabiasfactcheck.com/citynews-montreal-bias/,center
CityNews Ottawa (ottawa.citynews.ca),CityNews Ottawa,citynews-ottawa-bias,https://mediabiasfactcheck.com/citynews-ottawa-bias/,center
CityNews Toronto (toronto.citynews.ca),CityNews Toronto,680-news,https://mediabiasfactcheck.com/680-news/,center
CityNews Vancouver (vancouver.citynews.ca),CityNews Vancouver,citynews-vancouver-bias,https://mediabiasfactcheck.com/citynews-vancouver-bias/,center
CityNews Winnipeg (winnipeg.citynews.ca),CityNews Winnipeg,citynews-winnipeg-bias,https://mediabiasfactcheck.com/citynews-winnipeg-bias/,center
Clacton Gazette (clactonandfrintongazette.co.uk),Clacton Gazette,clacton-gazette-bias,https://mediabiasfactcheck.com/clacton-gazette-bias/,center
Clarinda Herald-Journal (Clarindaherald.com),Clarinda Herald-Journal,clarinda-herald-journal-bias,https://mediabiasfactcheck.com/clarinda-herald-journal-bias/,center
Clarksville Star (butlercountytribune.com),Clarksville Star,clarksville-star-bias,https://mediabiasfactcheck.com/clarksville-star-bias/,center
Clay County Times-Democrat (cctimesdemocrat.com),Clay County Times-Democrat,clay-county-times-democrat-bias,https://mediabiasfactcheck.com/clay-county-times-democrat-bias/,center
Clay Today (Claytodayonline.com),Clay Today,clay-today-bias,https://mediabiasfactcheck.com/clay-today-bias/,center
Clayton Record (claytonrecord.com),Clayton Record,clayton-record-bias,https://mediabiasfactcheck.com/clayton-record-bias/,center
Clear Lake Mirror-Reporter (clreporter.com),Clear Lake Mirror-Reporter,clear-lake-mirror-reporter-bias,https://mediabiasfactcheck.com/clear-lake-mirror-reporter-bias/,center
Clydebank Post (clydebankpost.co.uk),Clydebank Post,clydebank-post-bias,https://mediabiasfactcheck.com/clydebank-post-bias/,center
Columbus Telegram (columbustelegram.com),Columbus Telegram,the-columbus-telegram-bias,https://mediabiasfactcheck.com/the-columbus-telegram-bias/,center
CNET (www.cnet.com),CNET,cnet,https://mediabiasfactcheck.com/cnet/,center
Coeur d’Alene Press (cdapress.com),Coeur d’Alene Press,coeur-dalene-press-bias,https://mediabiasfactcheck.com/coeur-dalene-press-bias/,center
Committee for Economic development (www.ced.org),Committee for Economic development,committee-for-economic-development,https://mediabiasfactcheck.com/committee-for-economic-development/,center
Committee to Protect Journalists (www.cpj.org),Committee to Protect Journalists,committee-to-protect-journalists,https://mediabiasfactcheck.com/committee-to-protect-journalists/,center
Community Impact (communityimpact.com),Community Impact,community-impact,https://mediabiasfactcheck.com/community-impact/,center
Comparitech (comparitech.com),Comparitech,comparitech-bias,https://mediabiasfactcheck.com/comparitech-bias/,center
Concord Independent Tribune (independenttribune.com),Concord Independent Tribune,concord-independent-tribune-bias,https://mediabiasfactcheck.com/concord-independent-tribune-bias/,center
Concord Monitor (www.concordmonitor.com),Concord Monitor,concord-monitor,https://mediabiasfactcheck.com/concord-monitor/,center
Congress.gov (www.congress.gov),Congress.gov,congress-gov,https://mediabiasfactcheck.com/congress-gov/,center
Congressional Budget Office (CBO) (www.cbo.gov),Congressional Budget Office,congressional-budget-office-cbo,https://mediabiasfactcheck.com/congressional-budget-office-cbo/,center
Constitution Daily (constitutioncenter.org),Constitution Daily,constitution-daily,https://mediabiasfactcheck.com/constitution-daily/,center
Consumer Reports (www.consumerreports.org),Consumer Reports,consumer-reports,https://mediabiasfactcheck.com/consumer-reports/,center
Cook County News-Herald (cookcountynews-herald.com),Cook County News-Herald,cook-county-news-herald-bias,https://mediabiasfactcheck.com/cook-county-news-herald-bias/,center
Cook Political Reports (cookpolitical.com),Cook Political Reports,cook-political-report,https://mediabiasfactcheck.com/cook-political-report/,center
Cotswold Journal (cotswoldjournal.co.uk),Cotswold Journal,cotswold-journal-bias,https://mediabiasfactcheck.com/cotswold-journal-bias/,center
Coriere della Sera (corriere.it),Coriere della Sera,corriere-della-sera,https://mediabiasfactcheck.com/corriere-della-sera/,center
Coronavirus.gov,Coronavirus.gov,coronavirus-gov,https://mediabiasfactcheck.com/coronavirus-gov/,center
Corvallis Gazette-Times (gazettetimes.com),Corvallis Gazette-Times,corvallis-gazette-times-bias,https://mediabiasfactcheck.com/corvallis-gazette-times-bias/,center
Council on Foreign Relations (www.cfr.org),Council on Foreign Relations,council-on-foreign-relations,https://mediabiasfactcheck.com/council-on-foreign-relations/,center
Countable News (www.countable.us),Countable News,countable-news,https://mediabiasfactcheck.com/countable-news/,center
Country Living (countryliving.com),Country Living,country-living,https://mediabiasfactcheck.com/country-living/,center
Courthouse News Service (www.courthousenews.com),Courthouse News Service,courthouse-news-service,https://mediabiasfactcheck.com/courthouse-news-service/,center
CourtTV (courttv.com),CourtTV,courttv-bias,https://mediabiasfactcheck.com/courttv-bias/,center
Covid Tracking Project (covidtracking.com),Covid Tracking Project,the-covid-tracking-project,https://mediabiasfactcheck.com/the-covid-tracking-project/,center
CP24 (www.cp24.com),CP24,cp24,https://mediabiasfactcheck.com/cp24/,center
Craig Press (craigdailypress.com),Craig Press,craig-press-bias,https://mediabiasfactcheck.com/craig-press-bias/,center
Crain’s Cleveland Business (Crainscleveland.com),Crain’s Cleveland Business,crains-cleveland-business-bias,https://mediabiasfactcheck.com/crains-cleveland-business-bias/,center
Crains Detroit (crainsdetroit.com),Crains Detroit,crains-detroit,https://mediabiasfactcheck.com/crains-detroit/,center
Craven Herald & Pioneer (cravenherald.co.uk),Craven Herald & Pioneer,craven-herald-pioneer-bias,https://mediabiasfactcheck.com/craven-herald-pioneer-bias/,center
Creston News Advertiser (Crestonnews.com),Creston News Advertiser,creston-news-advertiser-bias,https://mediabiasfactcheck.com/creston-news-advertiser-bias/,center
Crookston Times (crookstontimes.com),Crookston Times,crookston-times-bias,https://mediabiasfactcheck.com/crookston-times-bias/,center
Crux (cruxnow.com),Crux,crux-bias,https://mediabiasfactcheck.com/crux-bias/,center
CTV News (www.ctvnews.ca),CTV News,ctv-news,https://mediabiasfactcheck.com/ctv-news/,center
Culpeper Star-Exponent (starexponent.com),Culpeper Star-Exponent,culpeper-star-exponent-bias,https://mediabiasfactcheck.com/culpeper-star-exponent-bias/,center
Cumnock Chronicle (cumnockchronicle.com),Cumnock Chronicle,cumnock-chronicle-bias,https://mediabiasfactcheck.com/cumnock-chronicle-bias/,center
D.C. Circuit Breaker (dccircuitbreaker.org),D.C. Circuit Breaker,d-c-circuit-breaker,https://mediabiasfactcheck.com/d-c-circuit-breaker/,center
Daily Business Review (www.dailybusinessreview.com),Daily Business Review,daily-business-review,https://mediabiasfactcheck.com/daily-business-review/,center
Daily Camera (dailycamera.com),Daily Camera,daily-camera,https://mediabiasfactcheck.com/daily-camera/,center
Daily Freeman-Journal (freemanjournal.net),Daily Freeman-Journal,daily-freeman-journal-bias,https://mediabiasfactcheck.com/daily-freeman-journal-bias/,center
Daily Inter Lake (dailyinterlake.com),Daily Inter Lake,daily-inter-lake-bias,https://mediabiasfactcheck.com/daily-inter-lake-bias/,center
Daily Journal (Illinois),Daily Journal,daily-journal-illinois,https://mediabiasfactcheck.com/daily-journal-illinois/,center
Daily Journal (Missouri) (dailyjournalonline.com),Daily Journal,daily-journal-missouri,https://mediabiasfactcheck.com/daily-journal-missouri/,center
Daily Maverick (dailymaverick.co.za),Daily Maverick,daily-maverick,https://mediabiasfactcheck.com/daily-maverick/,center
Daily Nonpareil (nonpareilonline.com),Daily Nonpareil,daily-nonpareil-bias,https://mediabiasfactcheck.com/daily-nonpareil-bias/,center
Daily Record (www.dailyrecord.com),Daily Record,daily-record,https://mediabiasfactcheck.com/daily-record/,center
Danville Register & Bee (godanriver.com),Danville Register & Bee,danville-register-bee-bias,https://mediabiasfactcheck.com/danville-register-bee-bias/,center
Darien Times (www.darientimes.com),Darien Times,darien-times,https://mediabiasfactcheck.com/darien-times/,center
Dayton Daily News (www.daytondailynews.com),Dayton Daily News,dayton-daily-news,https://mediabiasfactcheck.com/dayton-daily-news/,center
